EXAM CD|ELG PRD|PRT NO|MEMBER NO|MEMBER TYP|P/F/V/B|APP CAT|FEES|ELECT SUB|MED_CD|REMARK|SUB CD|
507|123|1|500103536|O|P||-1|||You have already passed this exam||
507|123|1|500103678|O|P||-1|||You have already passed this exam||
507|123|1|500103881|O|P||-1|||You have already passed this exam||
507|123|1|500106720|O|P||-1|||You have already passed this exam||
507|123|1|500109280|O|P||-1|||You have already passed this exam||
507|123|1|500110718|O|P||-1|||You have already passed this exam||
507|123|1|500112030|O|P||-1|||You have already passed this exam||
507|123|1|500112321|O|P||-1|||You have already passed this exam||
507|123|1|500113725|O|P||-1|||You have already passed this exam||
507|123|1|500113756|O|P||-1|||You have already passed this exam||
507|123|1|500114234|O|P||-1|||You have already passed this exam||
507|123|1|500115305|O|P||-1|||You have already passed this exam||
507|123|1|500115461|O|P||-1|||You have already passed this exam||
507|123|1|500119298|O|P||-1|||You have already passed this exam||
507|123|1|500121226|O|P||-1|||You have already passed this exam||
507|123|1|500121744|O|P||-1|||You have already passed this exam||
507|123|1|500122309|O|P||-1|||You have already passed this exam||
507|123|1|500123554|O|P||-1|||You have already passed this exam||
507|123|1|500126085|O|P||-1|||You have already passed this exam||
507|123|1|500129550|O|P||-1|||You have already passed this exam||
507|123|1|500132273|O|P||-1|||You have already passed this exam||
507|123|1|500132379|O|P||-1|||You have already passed this exam||
507|123|1|500132567|O|P||-1|||You have already passed this exam||
507|123|1|500132901|O|P||-1|||You have already passed this exam||
507|123|1|500133320|O|P||-1|||You have already passed this exam||
507|123|1|500134448|O|P||-1|||You have already passed this exam||
507|123|1|500134592|O|P||-1|||You have already passed this exam||
507|123|1|500135684|O|P||-1|||You have already passed this exam||
507|123|1|500135699|O|P||-1|||You have already passed this exam||
507|123|1|500136677|O|P||-1|||You have already passed this exam||
507|123|1|500137020|O|P||-1|||You have already passed this exam||
507|123|1|500137212|O|P||-1|||You have already passed this exam||
507|123|1|500137245|O|P||-1|||You have already passed this exam||
507|123|1|500137481|O|P||-1|||You have already passed this exam||
507|123|1|500137663|O|P||-1|||You have already passed this exam||
507|123|1|500138160|O|P||-1|||You have already passed this exam||
507|123|1|500139053|O|P||-1|||You have already passed this exam||
507|123|1|500139107|O|P||-1|||You have already passed this exam||
507|123|1|500139616|O|P||-1|||You have already passed this exam||
507|123|1|500140280|O|P||-1|||You have already passed this exam||
507|123|1|500141939|O|P||-1|||You have already passed this exam||
507|123|1|500143084|O|P||-1|||You have already passed this exam||
507|123|1|500143268|O|P||-1|||You have already passed this exam||
507|123|1|500146865|O|P||-1|||You have already passed this exam||
507|123|1|500149312|O|P||-1|||You have already passed this exam||
507|123|1|500149696|O|P||-1|||You have already passed this exam||
507|123|1|500150738|O|P||-1|||You have already passed this exam||
507|123|1|500151222|O|P||-1|||You have already passed this exam||
507|123|1|500151383|O|P||-1|||You have already passed this exam||
507|123|1|500152707|O|P||-1|||You have already passed this exam||
507|123|1|500152846|O|P||-1|||You have already passed this exam||
507|123|1|500153077|O|P||-1|||You have already passed this exam||
507|123|1|500153594|O|P||-1|||You have already passed this exam||
507|123|1|500157708|O|P||-1|||You have already passed this exam||
507|123|1|500157797|O|P||-1|||You have already passed this exam||
507|123|1|500158706|O|P||-1|||You have already passed this exam||
507|123|1|500160985|O|P||-1|||You have already passed this exam||
507|123|1|500162036|O|P||-1|||You have already passed this exam||
507|123|1|500162920|O|P||-1|||You have already passed this exam||
507|123|1|500163443|O|P||-1|||You have already passed this exam||
507|123|1|500164360|O|P||-1|||You have already passed this exam||
507|123|1|500164471|O|P||-1|||You have already passed this exam||
507|123|1|500164631|O|P||-1|||You have already passed this exam||
507|123|1|500164966|O|P||-1|||You have already passed this exam||
507|123|1|500166193|O|P||-1|||You have already passed this exam||
507|123|1|500167066|O|P||-1|||You have already passed this exam||
507|123|1|500167753|O|P||-1|||You have already passed this exam||
507|123|1|500168777|O|P||-1|||You have already passed this exam||
507|123|1|500168913|O|P||-1|||You have already passed this exam||
507|123|1|500171341|O|P||-1|||You have already passed this exam||
507|123|1|500174322|O|P||-1|||You have already passed this exam||
507|123|1|500176290|O|P||-1|||You have already passed this exam||
507|123|1|500177532|O|P||-1|||You have already passed this exam||
507|123|1|500179937|O|P||-1|||You have already passed this exam||
507|123|1|500181502|O|P||-1|||You have already passed this exam||
507|123|1|500182231|O|P||-1|||You have already passed this exam||
507|123|1|500182260|O|P||-1|||You have already passed this exam||
507|123|1|500183245|O|P||-1|||You have already passed this exam||
507|123|1|500185131|O|P||-1|||You have already passed this exam||
507|123|1|500185449|O|P||-1|||You have already passed this exam||
507|123|1|500186320|O|P||-1|||You have already passed this exam||
507|123|1|500187465|O|P||-1|||You have already passed this exam||
507|123|1|500188043|O|P||-1|||You have already passed this exam||
507|123|1|500188686|O|P||-1|||You have already passed this exam||
507|123|1|500190278|O|P||-1|||You have already passed this exam||
507|123|1|500190527|O|P||-1|||You have already passed this exam||
507|123|1|500193060|O|P||-1|||You have already passed this exam||
507|123|1|500194974|O|P||-1|||You have already passed this exam||
507|123|1|500196500|O|P||-1|||You have already passed this exam||
507|123|1|500197918|O|P||-1|||You have already passed this exam||
507|123|1|500200359|O|P||-1|||You have already passed this exam||
507|123|1|500200416|O|P||-1|||You have already passed this exam||
507|123|1|500201814|O|P||-1|||You have already passed this exam||
507|123|1|500203266|O|P||-1|||You have already passed this exam||
507|123|1|500205544|O|P||-1|||You have already passed this exam||
507|123|1|500207076|O|P||-1|||You have already passed this exam||
507|123|1|500208007|O|P||-1|||You have already passed this exam||
507|123|1|500208278|O|P||-1|||You have already passed this exam||
507|123|1|500213588|O|P||-1|||You have already passed this exam||
507|123|1|500214576|O|P||-1|||You have already passed this exam||
507|123|1|5029816|O|P||-1|||You have already passed this exam||
507|123|1|5030906|O|P||-1|||You have already passed this exam||
507|123|1|5098798|O|P||-1|||You have already passed this exam||
507|123|1|510001027|O|P||-1|||You have already passed this exam||
507|123|1|510001277|O|P||-1|||You have already passed this exam||
507|123|1|510003022|O|P||-1|||You have already passed this exam||
507|123|1|510007195|O|P||-1|||You have already passed this exam||
507|123|1|510007253|O|P||-1|||You have already passed this exam||
507|123|1|510009265|O|P||-1|||You have already passed this exam||
507|123|1|510012182|O|P||-1|||You have already passed this exam||
507|123|1|510013521|O|P||-1|||You have already passed this exam||
507|123|1|510016441|O|P||-1|||You have already passed this exam||
507|123|1|510021678|O|P||-1|||You have already passed this exam||
507|123|1|510022375|O|P||-1|||You have already passed this exam||
507|123|1|510023656|O|P||-1|||You have already passed this exam||
507|123|1|510024096|O|P||-1|||You have already passed this exam||
507|123|1|510026347|O|P||-1|||You have already passed this exam||
507|123|1|510027994|O|P||-1|||You have already passed this exam||
507|123|1|510031398|O|P||-1|||You have already passed this exam||
507|123|1|510031760|O|P||-1|||You have already passed this exam||
507|123|1|510032975|O|P||-1|||You have already passed this exam||
507|123|1|510035470|O|P||-1|||You have already passed this exam||
507|123|1|510035813|O|P||-1|||You have already passed this exam||
507|123|1|510036634|O|P||-1|||You have already passed this exam||
507|123|1|510036744|O|P||-1|||You have already passed this exam||
507|123|1|510037309|O|P||-1|||You have already passed this exam||
507|123|1|510039144|O|P||-1|||You have already passed this exam||
507|123|1|510039189|O|P||-1|||You have already passed this exam||
507|123|1|510041316|O|P||-1|||You have already passed this exam||
507|123|1|510041583|O|P||-1|||You have already passed this exam||
507|123|1|510043136|O|P||-1|||You have already passed this exam||
507|123|1|510043698|O|P||-1|||You have already passed this exam||
507|123|1|510046293|O|P||-1|||You have already passed this exam||
507|123|1|510046853|O|P||-1|||You have already passed this exam||
507|123|1|510047207|O|P||-1|||You have already passed this exam||
507|123|1|510051614|O|P||-1|||You have already passed this exam||
507|123|1|510056050|O|P||-1|||You have already passed this exam||
507|123|1|510056347|O|P||-1|||You have already passed this exam||
507|123|1|510057453|O|P||-1|||You have already passed this exam||
507|123|1|510057654|O|P||-1|||You have already passed this exam||
507|123|1|510060463|O|P||-1|||You have already passed this exam||
507|123|1|510061616|O|P||-1|||You have already passed this exam||
507|123|1|510062304|O|P||-1|||You have already passed this exam||
507|123|1|510062353|O|P||-1|||You have already passed this exam||
507|123|1|510063037|O|P||-1|||You have already passed this exam||
507|123|1|510063308|O|P||-1|||You have already passed this exam||
507|123|1|510064523|O|P||-1|||You have already passed this exam||
507|123|1|510064792|O|P||-1|||You have already passed this exam||
507|123|1|510065388|O|P||-1|||You have already passed this exam||
507|123|1|510065921|O|P||-1|||You have already passed this exam||
507|123|1|510066059|O|P||-1|||You have already passed this exam||
507|123|1|510068467|O|P||-1|||You have already passed this exam||
507|123|1|510068562|O|P||-1|||You have already passed this exam||
507|123|1|510069321|O|P||-1|||You have already passed this exam||
507|123|1|510069375|O|P||-1|||You have already passed this exam||
507|123|1|510070503|O|P||-1|||You have already passed this exam||
507|123|1|510071409|O|P||-1|||You have already passed this exam||
507|123|1|510071791|O|P||-1|||You have already passed this exam||
507|123|1|510071841|O|P||-1|||You have already passed this exam||
507|123|1|510072287|O|P||-1|||You have already passed this exam||
507|123|1|510072576|O|P||-1|||You have already passed this exam||
507|123|1|510073180|O|P||-1|||You have already passed this exam||
507|123|1|510073465|O|P||-1|||You have already passed this exam||
507|123|1|510073883|O|P||-1|||You have already passed this exam||
507|123|1|510075987|O|P||-1|||You have already passed this exam||
507|123|1|510077401|O|P||-1|||You have already passed this exam||
507|123|1|510077943|O|P||-1|||You have already passed this exam||
507|123|1|510078523|O|P||-1|||You have already passed this exam||
507|123|1|510079125|O|P||-1|||You have already passed this exam||
507|123|1|510079140|O|P||-1|||You have already passed this exam||
507|123|1|510079230|O|P||-1|||You have already passed this exam||
507|123|1|510079646|O|P||-1|||You have already passed this exam||
507|123|1|510080543|O|P||-1|||You have already passed this exam||
507|123|1|510081531|O|P||-1|||You have already passed this exam||
507|123|1|510085045|O|P||-1|||You have already passed this exam||
507|123|1|510085143|O|P||-1|||You have already passed this exam||
507|123|1|510089989|O|P||-1|||You have already passed this exam||
507|123|1|510094603|O|P||-1|||You have already passed this exam||
507|123|1|510096570|O|P||-1|||You have already passed this exam||
507|123|1|510098849|O|P||-1|||You have already passed this exam||
507|123|1|510099136|O|P||-1|||You have already passed this exam||
507|123|1|510100273|O|P||-1|||You have already passed this exam||
507|123|1|510100405|O|P||-1|||You have already passed this exam||
507|123|1|510102768|O|P||-1|||You have already passed this exam||
507|123|1|510103028|O|P||-1|||You have already passed this exam||
507|123|1|510104691|O|P||-1|||You have already passed this exam||
507|123|1|510105419|O|P||-1|||You have already passed this exam||
507|123|1|510106984|O|P||-1|||You have already passed this exam||
507|123|1|510108029|O|P||-1|||You have already passed this exam||
507|123|1|510110065|O|P||-1|||You have already passed this exam||
507|123|1|510111296|O|P||-1|||You have already passed this exam||
507|123|1|510111930|O|P||-1|||You have already passed this exam||
507|123|1|510112234|O|P||-1|||You have already passed this exam||
507|123|1|510113290|O|P||-1|||You have already passed this exam||
507|123|1|510114270|O|P||-1|||You have already passed this exam||
507|123|1|510115815|O|P||-1|||You have already passed this exam||
507|123|1|510116255|O|P||-1|||You have already passed this exam||
507|123|1|510117847|O|P||-1|||You have already passed this exam||
507|123|1|510121265|O|P||-1|||You have already passed this exam||
507|123|1|510121728|O|P||-1|||You have already passed this exam||
507|123|1|510122433|O|P||-1|||You have already passed this exam||
507|123|1|510125440|O|P||-1|||You have already passed this exam||
507|123|1|510127355|O|P||-1|||You have already passed this exam||
507|123|1|510134320|O|P||-1|||You have already passed this exam||
507|123|1|510134644|O|P||-1|||You have already passed this exam||
507|123|1|510135264|O|P||-1|||You have already passed this exam||
507|123|1|510135751|O|P||-1|||You have already passed this exam||
507|123|1|510136451|O|P||-1|||You have already passed this exam||
507|123|1|510137481|O|P||-1|||You have already passed this exam||
507|123|1|510137562|O|P||-1|||You have already passed this exam||
507|123|1|510137658|O|P||-1|||You have already passed this exam||
507|123|1|510137821|O|P||-1|||You have already passed this exam||
507|123|1|510138422|O|P||-1|||You have already passed this exam||
507|123|1|510139619|O|P||-1|||You have already passed this exam||
507|123|1|510140648|O|P||-1|||You have already passed this exam||
507|123|1|510142464|O|P||-1|||You have already passed this exam||
507|123|1|510143112|O|P||-1|||You have already passed this exam||
507|123|1|510145428|O|P||-1|||You have already passed this exam||
507|123|1|510146711|O|P||-1|||You have already passed this exam||
507|123|1|510146925|O|P||-1|||You have already passed this exam||
507|123|1|510147418|O|P||-1|||You have already passed this exam||
507|123|1|510147620|O|P||-1|||You have already passed this exam||
507|123|1|510148900|O|P||-1|||You have already passed this exam||
507|123|1|510150890|O|P||-1|||You have already passed this exam||
507|123|1|510151019|O|P||-1|||You have already passed this exam||
507|123|1|510151028|O|P||-1|||You have already passed this exam||
507|123|1|510151390|O|P||-1|||You have already passed this exam||
507|123|1|510151571|O|P||-1|||You have already passed this exam||
507|123|1|510151577|O|P||-1|||You have already passed this exam||
507|123|1|510151692|O|P||-1|||You have already passed this exam||
507|123|1|510151821|O|P||-1|||You have already passed this exam||
507|123|1|510157113|O|P||-1|||You have already passed this exam||
507|123|1|510157383|O|P||-1|||You have already passed this exam||
507|123|1|510157782|O|P||-1|||You have already passed this exam||
507|123|1|510158108|O|P||-1|||You have already passed this exam||
507|123|1|510159119|O|P||-1|||You have already passed this exam||
507|123|1|510159738|O|P||-1|||You have already passed this exam||
507|123|1|510162967|O|P||-1|||You have already passed this exam||
507|123|1|510163295|O|P||-1|||You have already passed this exam||
507|123|1|510166505|O|P||-1|||You have already passed this exam||
507|123|1|510167045|O|P||-1|||You have already passed this exam||
507|123|1|510167719|O|P||-1|||You have already passed this exam||
507|123|1|510168395|O|P||-1|||You have already passed this exam||
507|123|1|510168950|O|P||-1|||You have already passed this exam||
507|123|1|510169144|O|P||-1|||You have already passed this exam||
507|123|1|510173067|O|P||-1|||You have already passed this exam||
507|123|1|510175207|O|P||-1|||You have already passed this exam||
507|123|1|510175765|O|P||-1|||You have already passed this exam||
507|123|1|510176606|O|P||-1|||You have already passed this exam||
507|123|1|510176612|O|P||-1|||You have already passed this exam||
507|123|1|510177126|O|P||-1|||You have already passed this exam||
507|123|1|510177137|O|P||-1|||You have already passed this exam||
507|123|1|510182483|O|P||-1|||You have already passed this exam||
507|123|1|510184417|O|P||-1|||You have already passed this exam||
507|123|1|510184756|O|P||-1|||You have already passed this exam||
507|123|1|510186193|O|P||-1|||You have already passed this exam||
507|123|1|510188831|O|P||-1|||You have already passed this exam||
507|123|1|510191337|O|P||-1|||You have already passed this exam||
507|123|1|510191850|O|P||-1|||You have already passed this exam||
507|123|1|510192459|O|P||-1|||You have already passed this exam||
507|123|1|510196115|O|P||-1|||You have already passed this exam||
507|123|1|510196339|O|P||-1|||You have already passed this exam||
507|123|1|510201647|O|P||-1|||You have already passed this exam||
507|123|1|510202541|O|P||-1|||You have already passed this exam||
507|123|1|510203236|O|P||-1|||You have already passed this exam||
507|123|1|510203978|O|P||-1|||You have already passed this exam||
507|123|1|510204127|O|P||-1|||You have already passed this exam||
507|123|1|510204738|O|P||-1|||You have already passed this exam||
507|123|1|510205448|O|P||-1|||You have already passed this exam||
507|123|1|510206377|O|P||-1|||You have already passed this exam||
507|123|1|510208073|O|P||-1|||You have already passed this exam||
507|123|1|510212411|O|P||-1|||You have already passed this exam||
507|123|1|510214526|O|P||-1|||You have already passed this exam||
507|123|1|510215288|O|P||-1|||You have already passed this exam||
507|123|1|510216152|O|P||-1|||You have already passed this exam||
507|123|1|510219969|O|P||-1|||You have already passed this exam||
507|123|1|510220013|O|P||-1|||You have already passed this exam||
507|123|1|510221639|O|P||-1|||You have already passed this exam||
507|123|1|510223960|O|P||-1|||You have already passed this exam||
507|123|1|510224100|O|P||-1|||You have already passed this exam||
507|123|1|510224495|O|P||-1|||You have already passed this exam||
507|123|1|510224532|O|P||-1|||You have already passed this exam||
507|123|1|510224560|O|P||-1|||You have already passed this exam||
507|123|1|510224769|O|P||-1|||You have already passed this exam||
507|123|1|510226648|O|P||-1|||You have already passed this exam||
507|123|1|510227015|O|P||-1|||You have already passed this exam||
507|123|1|510229772|O|P||-1|||You have already passed this exam||
507|123|1|510232168|O|P||-1|||You have already passed this exam||
507|123|1|510232554|O|P||-1|||You have already passed this exam||
507|123|1|510235599|O|P||-1|||You have already passed this exam||
507|123|1|510236088|O|P||-1|||You have already passed this exam||
507|123|1|510236804|O|P||-1|||You have already passed this exam||
507|123|1|510238059|O|P||-1|||You have already passed this exam||
507|123|1|510238660|O|P||-1|||You have already passed this exam||
507|123|1|510240240|O|P||-1|||You have already passed this exam||
507|123|1|510240588|O|P||-1|||You have already passed this exam||
507|123|1|510241249|O|P||-1|||You have already passed this exam||
507|123|1|510242406|O|P||-1|||You have already passed this exam||
507|123|1|510242591|O|P||-1|||You have already passed this exam||
507|123|1|510243006|O|P||-1|||You have already passed this exam||
507|123|1|510243527|O|P||-1|||You have already passed this exam||
507|123|1|510244060|O|P||-1|||You have already passed this exam||
507|123|1|510244823|O|P||-1|||You have already passed this exam||
507|123|1|510245770|O|P||-1|||You have already passed this exam||
507|123|1|510246087|O|P||-1|||You have already passed this exam||
507|123|1|510248394|O|P||-1|||You have already passed this exam||
507|123|1|510248492|O|P||-1|||You have already passed this exam||
507|123|1|510248593|O|P||-1|||You have already passed this exam||
507|123|1|510249728|O|P||-1|||You have already passed this exam||
507|123|1|510253145|O|P||-1|||You have already passed this exam||
507|123|1|510258779|O|P||-1|||You have already passed this exam||
507|123|1|510260104|O|P||-1|||You have already passed this exam||
507|123|1|510269472|O|P||-1|||You have already passed this exam||
507|123|1|510269939|O|P||-1|||You have already passed this exam||
507|123|1|510269985|O|P||-1|||You have already passed this exam||
507|123|1|510271698|O|P||-1|||You have already passed this exam||
507|123|1|510271944|O|P||-1|||You have already passed this exam||
507|123|1|510272981|O|P||-1|||You have already passed this exam||
507|123|1|510277736|O|P||-1|||You have already passed this exam||
507|123|1|510279687|O|P||-1|||You have already passed this exam||
507|123|1|510283333|O|P||-1|||You have already passed this exam||
507|123|1|510286205|O|P||-1|||You have already passed this exam||
507|123|1|510287263|O|P||-1|||You have already passed this exam||
507|123|1|510288551|O|P||-1|||You have already passed this exam||
507|123|1|510288589|O|P||-1|||You have already passed this exam||
507|123|1|510288964|O|P||-1|||You have already passed this exam||
507|123|1|510296585|O|P||-1|||You have already passed this exam||
507|123|1|510300657|O|P||-1|||You have already passed this exam||
507|123|1|510303148|O|P||-1|||You have already passed this exam||
507|123|1|510304881|O|P||-1|||You have already passed this exam||
507|123|1|510304987|O|P||-1|||You have already passed this exam||
507|123|1|510306826|O|P||-1|||You have already passed this exam||
507|123|1|510307411|O|P||-1|||You have already passed this exam||
507|123|1|510308018|O|P||-1|||You have already passed this exam||
507|123|1|510308953|O|P||-1|||You have already passed this exam||
507|123|1|510311945|O|P||-1|||You have already passed this exam||
507|123|1|510313536|O|P||-1|||You have already passed this exam||
507|123|1|510313537|O|P||-1|||You have already passed this exam||
507|123|1|510315900|O|P||-1|||You have already passed this exam||
507|123|1|510316029|O|P||-1|||You have already passed this exam||
507|123|1|510316932|O|P||-1|||You have already passed this exam||
507|123|1|510319409|O|P||-1|||You have already passed this exam||
507|123|1|510322361|O|P||-1|||You have already passed this exam||
507|123|1|510322976|O|P||-1|||You have already passed this exam||
507|123|1|510323156|O|P||-1|||You have already passed this exam||
507|123|1|510327856|O|P||-1|||You have already passed this exam||
507|123|1|510332741|O|P||-1|||You have already passed this exam||
507|123|1|510335127|O|P||-1|||You have already passed this exam||
507|123|1|510336816|O|P||-1|||You have already passed this exam||
